transition_date,transition_hour,number_of_passenger,station_poi_desc_cd
2024-09-06,19,1,ATATURK OTO SANAYI KUZEY
2024-09-06,19,2,SISLI 2 KUZEY
2024-09-06,19,2,4 LEVENT 2 GUNEY
2024-09-06,19,3,VEZNECILER KUZEY
2024-09-06,19,13,SEYRANTEPE 3 STAD GIRISI
2024-09-06,19,73,ITU KUZEY
2024-09-06,19,1,VEZNECILER KUZEY
2024-09-06,19,1,SISLI GUNEY
2024-09-06,19,8,DARUSSAFAKA
2024-09-06,19,57,SANAYI MAH. GUNEY
2024-09-06,19,2,OSMANBEY 2 GUNEY
2024-09-06,19,2,4 LEVENT KUZEY
2024-09-06,19,11,VEZNECILER KUZEY
2024-09-06,19,8,OSMANBEY 2 GUNEY
2024-09-06,19,299,VEZNECILER GUNEY
2024-09-06,19,2,VEZNECILER GUNEY
2024-09-06,19,35,HALIC GUNEY
2024-09-06,19,1,SISHANE GUNEY
2024-09-06,19,4,4 LEVENT KUZEY
2024-09-06,19,1,4 LEVENT 2 GUNEY
2024-09-06,19,2,ITU KUZEY
2024-09-06,19,1,ITU KUZEY
2024-09-06,19,18,SISLI GUNEY
2024-09-06,19,1,GAYRETTEPE
2024-09-06,19,45,SANAYI MAH. KUZEY
2024-09-06,19,2,SISLI GUNEY
2024-09-06,19,2,SISLI 2 KUZEY
2024-09-06,19,2,OSMANBEY KUZEY
2024-09-06,19,7,TAKSIM GUNEY
2024-09-06,19,2,LEVENT 2 KUZEY
2024-09-06,19,1,SANAYI MAH. KUZEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,6,YENIKAPI KUZEY
2024-09-06,19,1,4 LEVENT 2 GUNEY
2024-09-06,19,2,GAYRETTEPE
2024-09-06,19,111,4 LEVENT 2 GUNEY
2024-09-06,19,3,YENIKAPI KUZEY
2024-09-06,19,1,LEVENT GUNEY
2024-09-06,19,410,YENIKAPI KUZEY
2024-09-06,19,2,LEVENT 2 KUZEY
2024-09-06,19,1,YENIKAPI GUNEY
2024-09-06,19,11,ITU KUZEY
2024-09-06,19,2,TAKSIM GUNEY
2024-09-06,19,2,HACIOSMAN
2024-09-06,19,1,YENIKAPI GUNEY
2024-09-06,19,1,SANAYI MAH. GUNEY
2024-09-06,19,453,SISLI GUNEY
2024-09-06,19,1,4 LEVENT KUZEY
2024-09-06,19,21,VEZNECILER GUNEY
2024-09-06,19,1,ITU KUZEY
2024-09-06,19,45,SISHANE GUNEY
2024-09-06,19,2,VEZNECILER GUNEY
2024-09-06,19,2,SISHANE GUNEY
2024-09-06,19,2,ITU GUNEY
2024-09-06,19,1,OSMANBEY 2 GUNEY
2024-09-06,19,6,YENIKAPI KUZEY
2024-09-06,19,4,ITU GUNEY
2024-09-06,19,2,4 LEVENT 2 GUNEY
2024-09-06,19,1,DARUSSAFAKA
2024-09-06,19,4,4 LEVENT KUZEY
2024-09-06,19,4,SISLI 2 KUZEY
2024-09-06,19,1,YENIKAPI GUNEY
2024-09-06,19,3,LEVENT GUNEY
2024-09-06,19,1,4 LEVENT 2 GUNEY
2024-09-06,19,1,TAKSIM GUNEY
2024-09-06,19,2,OSMANBEY 2 GUNEY
2024-09-06,19,3,SISHANE KUZEY
2024-09-06,19,2,SISLI GUNEY
2024-09-06,19,1,LEVENT GUNEY
2024-09-06,19,94,LEVENT GUNEY
2024-09-06,19,727,OSMANBEY KUZEY
2024-09-06,19,3,HALIC KUZEY
2024-09-06,19,1,LEVENT GUNEY
2024-09-06,19,139,LEVENT 2 KUZEY
2024-09-06,19,2,HACIOSMAN
2024-09-06,19,2,SISLI 2 KUZEY
2024-09-06,19,5,TAKSIM GUNEY
2024-09-06,19,5,GAYRETTEPE
2024-09-06,19,231,LEVENT GUNEY
2024-09-06,19,36,VEZNECILER GUNEY
2024-09-06,19,2,GAYRETTEPE
2024-09-06,19,2,YENIKAPI KUZEY
2024-09-06,19,47,DARUSSAFAKA
2024-09-06,19,1,ITU GUNEY
2024-09-06,19,1,ATATURK OTO SANAYI GUNEY
2024-09-06,19,3,SISLI GUNEY
2024-09-06,19,204,SISLI 2 KUZEY
2024-09-06,19,1,LEVENT GUNEY
2024-09-06,19,13,HACIOSMAN
2024-09-06,19,309,HALIC GUNEY
2024-09-06,19,1,HALIC GUNEY
2024-09-06,19,4,DARUSSAFAKA
2024-09-06,19,14,SEYRANTEPE 2 DOGU
2024-09-06,19,1,SISHANE GUNEY
2024-09-06,19,2,LEVENT GUNEY
2024-09-06,19,2,LEVENT 2 KUZEY
2024-09-06,19,117,OSMANBEY KUZEY
2024-09-06,19,8,LEVENT 2 KUZEY
2024-09-06,19,2,SANAYI MAH. GUNEY
2024-09-06,19,18,ATATURK OTO SANAYI KUZEY
2024-09-06,19,5,YENIKAPI KUZEY
2024-09-06,19,69,SANAYI MAH. KUZEY
2024-09-06,19,2,YENIKAPI KUZEY
2024-09-06,19,1,SISLI GUNEY
2024-09-06,19,3,OSMANBEY KUZEY
2024-09-06,19,2,SISLI GUNEY
2024-09-06,19,32,SEYRANTEPE 2 DOGU
2024-09-06,19,4,SISLI 2 KUZEY
2024-09-06,19,1,ATATURK OTO SANAYI GUNEY
2024-09-06,19,1,ITU GUNEY
2024-09-06,19,5,ITU KUZEY
2024-09-06,19,1,ATATURK OTO SANAYI KUZEY
2024-09-06,19,1,YENIKAPI GUNEY
2024-09-06,19,4,OSMANBEY 2 GUNEY
2024-09-06,19,58,LEVENT 2 KUZEY
2024-09-06,19,13,VEZNECILER KUZEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,1,HALIC GUNEY
2024-09-06,19,1,HALIC GUNEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,1,4 LEVENT 2 GUNEY
2024-09-06,19,5,OSMANBEY KUZEY
2024-09-06,19,51,YENIKAPI KUZEY
2024-09-06,19,7,SISLI GUNEY
2024-09-06,19,5,SEYRANTEPE 1 BATI
2024-09-06,19,96,SISLI GUNEY
2024-09-06,19,14,SANAYI MAH. KUZEY
2024-09-06,19,3,ATATURK OTO SANAYI KUZEY
2024-09-06,19,30,LEVENT 2 KUZEY
2024-09-06,19,1,SEYRANTEPE 2 DOGU
2024-09-06,19,2,SISHANE KUZEY
2024-09-06,19,5,SISHANE KUZEY
2024-09-06,19,82,TAKSIM GUNEY
2024-09-06,19,1,SISHANE KUZEY
2024-09-06,19,141,YENIKAPI KUZEY
2024-09-06,19,144,HACIOSMAN
2024-09-06,19,2,SEYRANTEPE 2 DOGU
2024-09-06,19,12,LEVENT GUNEY
2024-09-06,19,15,HALIC GUNEY
2024-09-06,19,1,OSMANBEY KUZEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,1,SANAYI MAH. GUNEY
2024-09-06,19,21,SISHANE KUZEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,60,SISLI 2 KUZEY
2024-09-06,19,14,TAKSIM GUNEY
2024-09-06,19,1,TAKSIM GUNEY
2024-09-06,19,1,SISLI 2 KUZEY
2024-09-06,19,4,ITU GUNEY
2024-09-06,19,167,GAYRETTEPE
2024-09-06,19,9,VEZNECILER GUNEY
2024-09-06,19,1,OSMANBEY KUZEY
2024-09-06,19,28,SEYRANTEPE 1 BATI
2024-09-06,19,1,HALIC GUNEY
2024-09-06,19,49,HACIOSMAN
2024-09-06,19,228,OSMANBEY 2 GUNEY
2024-09-06,19,194,SISHANE KUZEY
2024-09-06,19,2,SEYRANTEPE 3 STAD GIRISI
2024-09-06,19,1,SISHANE GUNEY
2024-09-06,19,1,SISLI GUNEY
2024-09-06,19,4,SANAYI MAH. KUZEY
2024-09-06,19,18,ITU GUNEY
2024-09-06,19,52,VEZNECILER GUNEY
2024-09-06,19,17,HALIC KUZEY
2024-09-06,19,3,YENIKAPI GUNEY
2024-09-06,19,8,YENIKAPI GUNEY
2024-09-06,19,2,OSMANBEY KUZEY
2024-09-06,19,2,4 LEVENT KUZEY
2024-09-06,19,3,VEZNECILER KUZEY
2024-09-06,19,256,YENIKAPI GUNEY
2024-09-06,19,103,ATATURK OTO SANAYI GUNEY
2024-09-06,19,3,YENIKAPI KUZEY
2024-09-06,19,2,SEYRANTEPE 1 BATI
2024-09-06,19,1,SISHANE GUNEY
2024-09-06,19,6,LEVENT 2 KUZEY
2024-09-06,19,2,HACIOSMAN
2024-09-06,19,1,ATATURK OTO SANAYI KUZEY
2024-09-06,19,7,ATATURK OTO SANAYI KUZEY
2024-09-06,19,12,SEYRANTEPE 1 BATI
2024-09-06,19,7,ATATURK OTO SANAYI GUNEY
2024-09-06,19,22,4 LEVENT KUZEY
2024-09-06,19,1,OSMANBEY 2 GUNEY
2024-09-06,19,1,HALIC GUNEY
2024-09-06,19,1,OSMANBEY KUZEY
2024-09-06,19,17,HALIC KUZEY
2024-09-06,19,34,GAYRETTEPE
2024-09-06,19,2,4 LEVENT KUZEY
2024-09-06,19,1,VEZNECILER KUZEY
2024-09-06,19,5,HALIC KUZEY
2024-09-06,19,4,TAKSIM GUNEY
2024-09-06,19,18,SISHANE GUNEY
2024-09-06,19,2,VEZNECILER GUNEY
2024-09-06,19,18,SANAYI MAH. GUNEY
2024-09-06,19,1,YENIKAPI GUNEY
2024-09-06,19,3,HACIOSMAN
2024-09-06,19,8,DARUSSAFAKA
2024-09-06,19,1,SEYRANTEPE 1 BATI
2024-09-06,20,1,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,3,SEYRANTEPE 1 BATI
2024-09-06,20,14,SISHANE GUNEY
2024-09-06,20,6,HALIC KUZEY
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,44,ATATURK OTO SANAYI GUNEY
2024-09-06,20,84,YENIKAPI KUZEY
2024-09-06,20,39,YENIKAPI GUNEY
2024-09-06,20,1,SISLI GUNEY
2024-09-06,20,2,OSMANBEY 2 GUNEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,19,SISHANE KUZEY
2024-09-06,20,35,SISLI 2 KUZEY
2024-09-06,20,49,SISHANE KUZEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,1,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,11,ATATURK OTO SANAYI KUZEY
2024-09-06,20,2,HALIC GUNEY
2024-09-06,20,25,4 LEVENT 2 GUNEY
2024-09-06,20,10,SANAYI MAH. GUNEY
2024-09-06,20,1,SISLI GUNEY
2024-09-06,20,23,SISHANE KUZEY
2024-09-06,20,2,TAKSIM GUNEY
2024-09-06,20,367,OSMANBEY KUZEY
2024-09-06,20,2,OSMANBEY 2 GUNEY
2024-09-06,20,2,YENIKAPI GUNEY
2024-09-06,20,3,HALIC GUNEY
2024-09-06,20,8,HALIC KUZEY
2024-09-06,20,150,LEVENT GUNEY
2024-09-06,20,1,OSMANBEY 2 GUNEY
2024-09-06,20,38,HACIOSMAN
2024-09-06,20,1,VEZNECILER GUNEY
2024-09-06,20,6,SANAYI MAH. KUZEY
2024-09-06,20,1,SISHANE KUZEY
2024-09-06,20,2,HALIC GUNEY
2024-09-06,20,1,VEZNECILER KUZEY
2024-09-06,20,33,4 LEVENT KUZEY
2024-09-06,20,2,DARUSSAFAKA
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,1,SISHANE GUNEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,9,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,3,YENIKAPI KUZEY
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,151,YENIKAPI GUNEY
2024-09-06,20,2,SEYRANTEPE 1 BATI
2024-09-06,20,3,SISLI 2 KUZEY
2024-09-06,20,1,VEZNECILER GUNEY
2024-09-06,20,2,4 LEVENT 2 GUNEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,14,4 LEVENT 2 GUNEY
2024-09-06,20,3,ATATURK OTO SANAYI GUNEY
2024-09-06,20,7,YENIKAPI KUZEY
2024-09-06,20,282,OSMANBEY 2 GUNEY
2024-09-06,20,2,LEVENT 2 KUZEY
2024-09-06,20,197,YENIKAPI GUNEY
2024-09-06,20,1,SISHANE KUZEY
2024-09-06,20,1,SEYRANTEPE 2 DOGU
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,127,SISHANE GUNEY
2024-09-06,20,2,SANAYI MAH. KUZEY
2024-09-06,20,5,SEYRANTEPE 1 BATI
2024-09-06,20,4,OSMANBEY 2 GUNEY
2024-09-06,20,2,YENIKAPI GUNEY
2024-09-06,20,3,SISHANE GUNEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,45,HACIOSMAN
2024-09-06,20,4,OSMANBEY 2 GUNEY
2024-09-06,20,13,VEZNECILER GUNEY
2024-09-06,20,1,HACIOSMAN
2024-09-06,20,18,DARUSSAFAKA
2024-09-06,20,6,VEZNECILER GUNEY
2024-09-06,20,47,ITU KUZEY
2024-09-06,20,28,GAYRETTEPE
2024-09-06,20,6,SISLI 2 KUZEY
2024-09-06,20,1,4 LEVENT 2 GUNEY
2024-09-06,20,188,SISHANE KUZEY
2024-09-06,20,15,OSMANBEY 2 GUNEY
2024-09-06,20,11,VEZNECILER KUZEY
2024-09-06,20,2,GAYRETTEPE
2024-09-06,20,5,OSMANBEY KUZEY
2024-09-06,20,267,YENIKAPI KUZEY
2024-09-06,20,3,SISLI 2 KUZEY
2024-09-06,20,109,TAKSIM GUNEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,3,YENIKAPI KUZEY
2024-09-06,20,2,OSMANBEY 2 GUNEY
2024-09-06,20,73,GAYRETTEPE
2024-09-06,20,1,SISLI 2 KUZEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,13,SEYRANTEPE 2 DOGU
2024-09-06,20,1,SISHANE KUZEY
2024-09-06,20,2,OSMANBEY 2 GUNEY
2024-09-06,20,5,ATATURK OTO SANAYI KUZEY
2024-09-06,20,1,VEZNECILER GUNEY
2024-09-06,20,5,YENIKAPI GUNEY
2024-09-06,20,1,HALIC KUZEY
2024-09-06,20,1,YENIKAPI KUZEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,136,OSMANBEY KUZEY
2024-09-06,20,10,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,1,4 LEVENT KUZEY
2024-09-06,20,90,VEZNECILER KUZEY
2024-09-06,20,223,SISLI 2 KUZEY
2024-09-06,20,1,LEVENT 2 KUZEY
2024-09-06,20,1,YENIKAPI GUNEY
2024-09-06,20,31,YENIKAPI KUZEY
2024-09-06,20,9,HALIC KUZEY
2024-09-06,20,1,SISLI GUNEY
2024-09-06,20,106,SISLI 2 KUZEY
2024-09-06,20,3,SISHANE GUNEY
2024-09-06,20,1,4 LEVENT 2 GUNEY
2024-09-06,20,4,GAYRETTEPE
2024-09-06,20,2,YENIKAPI GUNEY
2024-09-06,20,1,YENIKAPI KUZEY
2024-09-06,20,3,GAYRETTEPE
2024-09-06,20,1,HALIC KUZEY
2024-09-06,20,1,HALIC GUNEY
2024-09-06,20,36,SANAYI MAH. KUZEY
2024-09-06,20,29,SISHANE GUNEY
2024-09-06,20,40,OSMANBEY KUZEY
2024-09-06,20,2,GAYRETTEPE
2024-09-06,20,1,YENIKAPI KUZEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,44,ITU GUNEY
2024-09-06,20,31,LEVENT 2 KUZEY
2024-09-06,20,1,HALIC GUNEY
2024-09-06,20,1,SISLI 2 KUZEY
2024-09-06,20,17,ITU GUNEY
2024-09-06,20,32,HALIC GUNEY
2024-09-06,20,15,4 LEVENT 2 GUNEY
2024-09-06,20,1,SISLI GUNEY
2024-09-06,20,60,HALIC KUZEY
2024-09-06,20,1,OSMANBEY 2 GUNEY
2024-09-06,20,10,TAKSIM GUNEY
2024-09-06,20,2,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,122,4 LEVENT KUZEY
2024-09-06,20,45,OSMANBEY 2 GUNEY
2024-09-06,20,5,SISLI GUNEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,4,DARUSSAFAKA
2024-09-06,20,1,SANAYI MAH. GUNEY
2024-09-06,20,31,SISLI 2 KUZEY
2024-09-06,20,1,SISLI 2 KUZEY
2024-09-06,20,18,YENIKAPI GUNEY
2024-09-06,20,2,HALIC GUNEY
2024-09-06,20,17,SANAYI MAH. KUZEY
2024-09-06,20,1,SISLI GUNEY
2024-09-06,20,54,SANAYI MAH. GUNEY
2024-09-06,20,1,ATATURK OTO SANAYI GUNEY
2024-09-06,20,2,OSMANBEY KUZEY
2024-09-06,20,55,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,16,LEVENT GUNEY
2024-09-06,20,1,HACIOSMAN
2024-09-06,20,33,SANAYI MAH. GUNEY
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,8,SANAYI MAH. GUNEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,11,ITU GUNEY
2024-09-06,20,2,GAYRETTEPE
2024-09-06,20,75,LEVENT GUNEY
2024-09-06,20,2,SEYRANTEPE 1 BATI
2024-09-06,20,6,ITU KUZEY
2024-09-06,20,1,OSMANBEY 2 GUNEY
2024-09-06,20,382,YENIKAPI KUZEY
2024-09-06,20,19,4 LEVENT KUZEY
2024-09-06,20,23,YENIKAPI KUZEY
2024-09-06,20,244,VEZNECILER GUNEY
2024-09-06,20,1,HALIC GUNEY
2024-09-06,20,5,SISHANE GUNEY
2024-09-06,20,15,ATATURK OTO SANAYI GUNEY
2024-09-06,20,1,OSMANBEY 2 GUNEY
2024-09-06,20,10,HACIOSMAN
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,69,HACIOSMAN
2024-09-06,20,106,OSMANBEY 2 GUNEY
2024-09-06,20,2,LEVENT 2 KUZEY
2024-09-06,20,2,SISHANE GUNEY
2024-09-06,20,6,YENIKAPI KUZEY
2024-09-06,20,24,ATATURK OTO SANAYI KUZEY
2024-09-06,20,3,OSMANBEY KUZEY
2024-09-06,20,1,DARUSSAFAKA
2024-09-06,20,67,TAKSIM GUNEY
2024-09-06,20,177,HALIC GUNEY
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,8,LEVENT 2 KUZEY
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,1,DARUSSAFAKA
2024-09-06,20,4,OSMANBEY KUZEY
2024-09-06,20,33,LEVENT 2 KUZEY
2024-09-06,20,1,ATATURK OTO SANAYI GUNEY
2024-09-06,20,2,HALIC GUNEY
2024-09-06,20,1,ATATURK OTO SANAYI KUZEY
2024-09-06,20,1,YENIKAPI KUZEY
2024-09-06,20,2,YENIKAPI KUZEY
2024-09-06,20,30,HALIC GUNEY
2024-09-06,20,2,YENIKAPI GUNEY
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,1,YENIKAPI GUNEY
2024-09-06,20,545,TAKSIM GUNEY
2024-09-06,20,2,HACIOSMAN
2024-09-06,20,24,GAYRETTEPE
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,111,ITU GUNEY
2024-09-06,20,1,YENIKAPI GUNEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,39,SISLI GUNEY
2024-09-06,20,4,4 LEVENT KUZEY
2024-09-06,20,6,GAYRETTEPE
2024-09-06,20,19,SEYRANTEPE 1 BATI
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,2,TAKSIM GUNEY
2024-09-06,20,2,TAKSIM GUNEY
2024-09-06,20,4,SISHANE GUNEY
2024-09-06,20,1,SISLI 2 KUZEY
2024-09-06,20,2,SISHANE KUZEY
2024-09-06,20,1,YENIKAPI GUNEY
2024-09-06,20,1,LEVENT 2 KUZEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,1,ATATURK OTO SANAYI KUZEY
2024-09-06,20,1,OSMANBEY 2 GUNEY
2024-09-06,20,2,SISHANE KUZEY
2024-09-06,20,5,VEZNECILER KUZEY
2024-09-06,20,1,YENIKAPI KUZEY
2024-09-06,20,2,LEVENT GUNEY
2024-09-06,20,1,LEVENT 2 KUZEY
2024-09-06,20,381,SISLI 2 KUZEY
2024-09-06,20,240,LEVENT 2 KUZEY
2024-09-06,20,1,HALIC GUNEY
2024-09-06,20,5,YENIKAPI GUNEY
2024-09-06,20,1,SISHANE KUZEY
2024-09-06,20,13,ITU KUZEY
2024-09-06,20,1,YENIKAPI GUNEY
2024-09-06,20,23,VEZNECILER GUNEY
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,3,SISLI 2 KUZEY
2024-09-06,20,2,SISLI 2 KUZEY
2024-09-06,20,2,HALIC GUNEY
2024-09-06,20,70,ITU KUZEY
2024-09-06,20,38,TAKSIM GUNEY
2024-09-06,20,301,SISLI GUNEY
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,4,SISLI GUNEY
2024-09-06,20,4,LEVENT 2 KUZEY
2024-09-06,20,1,SEYRANTEPE 3 STAD GIRISI
2024-09-06,20,12,4 LEVENT KUZEY
2024-09-06,20,4,OSMANBEY 2 GUNEY
2024-09-06,20,3,YENIKAPI KUZEY
2024-09-06,20,8,LEVENT GUNEY
2024-09-06,20,9,VEZNECILER GUNEY
2024-09-06,20,22,OSMANBEY KUZEY
2024-09-06,20,125,GAYRETTEPE
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,1,ITU GUNEY
2024-09-06,20,1,OSMANBEY KUZEY
2024-09-06,20,2,DARUSSAFAKA
2024-09-06,20,3,SISHANE KUZEY
2024-09-06,20,1,DARUSSAFAKA
2024-09-06,20,2,4 LEVENT KUZEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,1,4 LEVENT KUZEY
2024-09-06,20,5,VEZNECILER KUZEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,10,HALIC GUNEY
2024-09-06,20,14,SISHANE GUNEY
2024-09-06,20,2,SEYRANTEPE 2 DOGU
2024-09-06,20,8,TAKSIM GUNEY
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,81,LEVENT 2 KUZEY
2024-09-06,20,221,GAYRETTEPE
2024-09-06,20,2,SEYRANTEPE 2 DOGU
2024-09-06,20,3,HACIOSMAN
2024-09-06,20,1,SEYRANTEPE 1 BATI
2024-09-06,20,2,SISLI 2 KUZEY
2024-09-06,20,100,4 LEVENT 2 GUNEY
2024-09-06,20,7,SANAYI MAH. KUZEY
2024-09-06,20,1,VEZNECILER GUNEY
2024-09-06,20,2,LEVENT 2 KUZEY
2024-09-06,20,1,GAYRETTEPE
2024-09-06,20,49,LEVENT GUNEY
2024-09-06,20,19,SISLI GUNEY
2024-09-06,20,19,VEZNECILER GUNEY
2024-09-06,20,1,LEVENT 2 KUZEY
2024-09-06,20,1,SANAYI MAH. GUNEY
2024-09-06,20,1,ITU KUZEY
2024-09-06,20,1,LEVENT GUNEY
2024-09-06,20,1,VEZNECILER GUNEY
2024-09-06,20,1,TAKSIM GUNEY
2024-09-06,20,46,SISLI GUNEY
2024-09-06,21,2,SANAYI MAH. GUNEY
2024-09-06,21,31,LEVENT 2 KUZEY
2024-09-06,21,6,GAYRETTEPE
2024-09-06,21,16,ATATURK OTO SANAYI KUZEY
2024-09-06,21,54,GAYRETTEPE
2024-09-06,21,1,SEYRANTEPE 3 STAD GIRISI
2024-09-06,21,5,HALIC KUZEY
2024-09-06,21,1,SEYRANTEPE 1 BATI
2024-09-06,21,1,LEVENT GUNEY
2024-09-06,21,3,DARUSSAFAKA
2024-09-06,21,1,SISHANE GUNEY
2024-09-06,21,6,4 LEVENT 2 GUNEY
2024-09-06,21,3,SISLI 2 KUZEY
2024-09-06,21,3,ITU KUZEY
2024-09-06,21,17,VEZNECILER GUNEY
2024-09-06,21,2,TAKSIM GUNEY
2024-09-06,21,1,YENIKAPI KUZEY
2024-09-06,21,1,ITU KUZEY
2024-09-06,21,3,SISLI 2 KUZEY
2024-09-06,21,257,SISLI 2 KUZEY
2024-09-06,21,1,LEVENT GUNEY
2024-09-06,21,1,VEZNECILER GUNEY
2024-09-06,21,15,LEVENT 2 KUZEY
2024-09-06,21,1,SISHANE GUNEY
2024-09-06,21,8,ATATURK OTO SANAYI GUNEY
2024-09-06,21,13,SANAYI MAH. KUZEY
2024-09-06,21,2,OSMANBEY KUZEY
2024-09-06,21,10,SANAYI MAH. KUZEY
2024-09-06,21,8,OSMANBEY KUZEY
2024-09-06,21,1,OSMANBEY 2 GUNEY
2024-09-06,21,1,SISLI GUNEY
2024-09-06,21,196,LEVENT 2 KUZEY
2024-09-06,21,182,YENIKAPI KUZEY
2024-09-06,21,29,OSMANBEY KUZEY
2024-09-06,21,3,ITU GUNEY
2024-09-06,21,2,DARUSSAFAKA
2024-09-06,21,1,DARUSSAFAKA
2024-09-06,21,1,SEYRANTEPE 2 DOGU
2024-09-06,21,4,VEZNECILER GUNEY
2024-09-06,21,22,HACIOSMAN
2024-09-06,21,2,YENIKAPI KUZEY
2024-09-06,21,1,LEVENT 2 KUZEY
2024-09-06,21,9,4 LEVENT 2 GUNEY
2024-09-06,21,2,OSMANBEY 2 GUNEY
2024-09-06,21,40,SISLI GUNEY
2024-09-06,21,57,YENIKAPI KUZEY
2024-09-06,21,1,TAKSIM GUNEY
2024-09-06,21,115,SISHANE GUNEY
2024-09-06,21,223,OSMANBEY KUZEY
2024-09-06,21,1,TAKSIM GUNEY
2024-09-06,21,26,SISHANE GUNEY
2024-09-06,21,3,4 LEVENT KUZEY
2024-09-06,21,1,ITU KUZEY
2024-09-06,21,20,SANAYI MAH. GUNEY
2024-09-06,21,22,ATATURK OTO SANAYI GUNEY
2024-09-06,21,9,ITU KUZEY
2024-09-06,21,3,OSMANBEY KUZEY
2024-09-06,21,4,YENIKAPI GUNEY
2024-09-06,21,1,VEZNECILER GUNEY
2024-09-06,21,1,ITU GUNEY
2024-09-06,21,1,4 LEVENT KUZEY
2024-09-06,21,1,LEVENT GUNEY
2024-09-06,21,5,SEYRANTEPE 3 STAD GIRISI
2024-09-06,21,1,4 LEVENT 2 GUNEY
2024-09-06,21,1,HALIC KUZEY
2024-09-06,21,10,LEVENT GUNEY
2024-09-06,21,14,SISHANE KUZEY
2024-09-06,21,2,YENIKAPI KUZEY
2024-09-06,21,1,TAKSIM GUNEY
2024-09-06,21,58,LEVENT 2 KUZEY
2024-09-06,21,1,SEYRANTEPE 1 BATI
2024-09-06,21,1,YENIKAPI KUZEY
2024-09-06,21,1,SEYRANTEPE 3 STAD GIRISI
2024-09-06,21,1,SISHANE GUNEY
2024-09-06,21,2,TAKSIM GUNEY
2024-09-06,21,1,4 LEVENT KUZEY
2024-09-06,21,5,HACIOSMAN
2024-09-06,21,1,HACIOSMAN
2024-09-06,21,1,SISHANE GUNEY
2024-09-06,21,4,SEYRANTEPE 1 BATI
2024-09-06,21,325,SISLI GUNEY
2024-09-06,21,6,SANAYI MAH. GUNEY
2024-09-06,21,1,SISLI GUNEY
2024-09-06,21,3,ATATURK OTO SANAYI GUNEY
2024-09-06,21,5,VEZNECILER GUNEY
2024-09-06,21,1,4 LEVENT 2 GUNEY
2024-09-06,21,6,SISHANE GUNEY
2024-09-06,21,9,GAYRETTEPE
2024-09-06,21,2,HACIOSMAN
2024-09-06,21,1,OSMANBEY 2 GUNEY
2024-09-06,21,4,VEZNECILER KUZEY
2024-09-06,21,1,VEZNECILER GUNEY
2024-09-06,21,47,LEVENT GUNEY
2024-09-06,21,4,TAKSIM GUNEY
2024-09-06,21,8,SEYRANTEPE 1 BATI
